序号,书名,时代,字符数,系统,词项,变体,独立Raw次数,最长优先次数,每百万字
19,新五代史,五代两宋辽金,364360,蛇—ta系统,姐姊,姐 / 姊,3,3,8.233615105939181
19,新五代史,五代两宋辽金,364360,蛇—ta系统,巳,巳,111,111,304.6437589197497
19,新五代史,五代两宋辽金,364360,蛇—ta系统,虺,虺,0,0,0.0
19,新五代史,五代两宋辽金,364360,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,1,1,2.7445383686463938
19,新五代史,五代两宋辽金,364360,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
19,新五代史,五代两宋辽金,364360,蛇—ta系统,化蛇,化蛇,0,0,0.0
19,新五代史,五代两宋辽金,364360,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
19,新五代史,五代两宋辽金,364360,娲—娃—蛙系统,娲,娲 / 媧,0,0,0.0
19,新五代史,五代两宋辽金,364360,娲—娃—蛙系统,女娲,女娲 / 女媧,0,0,0.0
19,新五代史,五代两宋辽金,364360,娲—娃—蛙系统,娃,娃,0,0,0.0
19,新五代史,五代两宋辽金,364360,娲—娃—蛙系统,女娃,女娃,0,0,0.0
19,新五代史,五代两宋辽金,364360,娲—娃—蛙系统,蛙,蛙,0,0,0.0
19,新五代史,五代两宋辽金,364360,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
19,新五代史,五代两宋辽金,364360,娲—娃—蛙系统,黾,黾 / 黽,0,0,0.0
19,新五代史,五代两宋辽金,364360,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
19,新五代史,五代两宋辽金,364360,鸟—凤—风系统,鸟,鸟 / 鳥,15,15,41.168075529695905
19,新五代史,五代两宋辽金,364360,鸟—凤—风系统,凤,凤 / 鳳,218,218,598.3093643649138
19,新五代史,五代两宋辽金,364360,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,5,5,13.722691843231969
19,新五代史,五代两宋辽金,364360,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,2,2,5.4890767372927876
19,新五代史,五代两宋辽金,364360,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,0,0,0.0
19,新五代史,五代两宋辽金,364360,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
19,新五代史,五代两宋辽金,364360,鸟—凤—风系统,风,风 / 風,63,63,172.9059172247228
19,新五代史,五代两宋辽金,364360,鸟—凤—风系统,皇,皇,497,497,1364.0355692172577
20,宋史,五代两宋辽金,5001909,蛇—ta系统,他,他,1255,1255,250.90420477461706
20,宋史,五代两宋辽金,5001909,蛇—ta系统,她,她,0,0,0.0
20,宋史,五代两宋辽金,5001909,蛇—ta系统,它,它,106,106,21.191908929170843
20,宋史,五代两宋辽金,5001909,蛇—ta系统,蛇,蛇 / 虵,111,111,22.191527274886447
20,宋史,五代两宋辽金,5001909,蛇—ta系统,也,也,9830,9830,1965.2496676768808
20,宋史,五代两宋辽金,5001909,蛇—ta系统,佗,佗,11,11,2.1991603605743326
20,宋史,五代两宋辽金,5001909,蛇—ta系统,牠,牠,0,0,0.0
20,宋史,五代两宋辽金,5001909,蛇—ta系统,姐姊,姐 / 姊,42,42,8.396794104011088
20,宋史,五代两宋辽金,5001909,蛇—ta系统,巳,巳,2289,2289,457.6252786686043
20,宋史,五代两宋辽金,5001909,蛇—ta系统,虺,虺,3,3,0.5997710074293635
20,宋史,五代两宋辽金,5001909,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,32,32,6.397557412579877
20,宋史,五代两宋辽金,5001909,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
20,宋史,五代两宋辽金,5001909,蛇—ta系统,化蛇,化蛇,0,0,0.0
20,宋史,五代两宋辽金,5001909,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
20,宋史,五代两宋辽金,5001909,娲—娃—蛙系统,娲,娲 / 媧,1,1,0.19992366914312115
20,宋史,五代两宋辽金,5001909,娲—娃—蛙系统,女娲,女娲 / 女媧,0,0,0.0
20,宋史,五代两宋辽金,5001909,娲—娃—蛙系统,娃,娃,0,0,0.0
20,宋史,五代两宋辽金,5001909,娲—娃—蛙系统,女娃,女娃,0,0,0.0
20,宋史,五代两宋辽金,5001909,娲—娃—蛙系统,蛙,蛙,2,2,0.3998473382862423
20,宋史,五代两宋辽金,5001909,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
20,宋史,五代两宋辽金,5001909,娲—娃—蛙系统,黾,黾 / 黽,7,7,1.3994656840018482
20,宋史,五代两宋辽金,5001909,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
20,宋史,五代两宋辽金,5001909,鸟—凤—风系统,鸟,鸟 / 鳥,81,81,16.193817200592814
20,宋史,五代两宋辽金,5001909,鸟—凤—风系统,凤,凤 / 鳳,949,949,189.72756201682196
20,宋史,五代两宋辽金,5001909,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,20,20,3.998473382862423
20,宋史,五代两宋辽金,5001909,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,1,1,0.19992366914312115
20,宋史,五代两宋辽金,5001909,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,28,28,5.597862736007393
20,宋史,五代两宋辽金,5001909,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
20,宋史,五代两宋辽金,5001909,鸟—凤—风系统,风,风 / 風,1860,1860,371.85802460620533
20,宋史,五代两宋辽金,5001909,鸟—凤—风系统,皇,皇,5651,5651,1129.7686543277778
21,辽史,五代两宋辽金,360832,蛇—ta系统,他,他,47,47,130.25452288045406
21,辽史,五代两宋辽金,360832,蛇—ta系统,她,她,0,0,0.0
21,辽史,五代两宋辽金,360832,蛇—ta系统,它,它,4,4,11.085491308974813
21,辽史,五代两宋辽金,360832,蛇—ta系统,蛇,蛇 / 虵,13,13,36.027846754168145
21,辽史,五代两宋辽金,360832,蛇—ta系统,也,也,557,557,1543.6546647747427
21,辽史,五代两宋辽金,360832,蛇—ta系统,佗,佗,0,0,0.0
21,辽史,五代两宋辽金,360832,蛇—ta系统,牠,牠,0,0,0.0
21,辽史,五代两宋辽金,360832,蛇—ta系统,姐姊,姐 / 姊,8,8,22.170982617949626
21,辽史,五代两宋辽金,360832,蛇—ta系统,巳,巳,331,331,917.3244058176659
21,辽史,五代两宋辽金,360832,蛇—ta系统,虺,虺,0,0,0.0
21,辽史,五代两宋辽金,360832,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,0,0,0.0
21,辽史,五代两宋辽金,360832,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
21,辽史,五代两宋辽金,360832,蛇—ta系统,化蛇,化蛇,0,0,0.0
21,辽史,五代两宋辽金,360832,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
21,辽史,五代两宋辽金,360832,娲—娃—蛙系统,娲,娲 / 媧,0,0,0.0
21,辽史,五代两宋辽金,360832,娲—娃—蛙系统,女娲,女娲 / 女媧,0,0,0.0
21,辽史,五代两宋辽金,360832,娲—娃—蛙系统,娃,娃,0,0,0.0
21,辽史,五代两宋辽金,360832,娲—娃—蛙系统,女娃,女娃,0,0,0.0
21,辽史,五代两宋辽金,360832,娲—娃—蛙系统,蛙,蛙,1,1,2.7713728272437033
21,辽史,五代两宋辽金,360832,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
21,辽史,五代两宋辽金,360832,娲—娃—蛙系统,黾,黾 / 黽,0,0,0.0
21,辽史,五代两宋辽金,360832,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
21,辽史,五代两宋辽金,360832,鸟—凤—风系统,鸟,鸟 / 鳥,14,14,38.79921958141185
21,辽史,五代两宋辽金,360832,鸟—凤—风系统,凤,凤 / 鳳,23,23,63.741575026605176
21,辽史,五代两宋辽金,360832,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,3,3,8.31411848173111
21,辽史,五代两宋辽金,360832,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,0,0,0.0
21,辽史,五代两宋辽金,360832,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,0,0,0.0
21,辽史,五代两宋辽金,360832,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
21,辽史,五代两宋辽金,360832,鸟—凤—风系统,风,风 / 風,82,82,227.25257183398367
21,辽史,五代两宋辽金,360832,鸟—凤—风系统,皇,皇,1434,1434,3974.1486342674702
22,金史,五代两宋辽金,1150243,蛇—ta系统,他,他,255,255,221.69228589089434
22,金史,五代两宋辽金,1150243,蛇—ta系统,她,她,0,0,0.0
22,金史,五代两宋辽金,1150243,蛇—ta系统,它,它,37,37,32.16711599201212
22,金史,五代两宋辽金,1150243,蛇—ta系统,蛇,蛇 / 虵,18,18,15.648867239357248
22,金史,五代两宋辽金,1150243,蛇—ta系统,也,也,2605,2605,2264.738842140313
22,金史,五代两宋辽金,1150243,蛇—ta系统,佗,佗,0,0,0.0
22,金史,五代两宋辽金,1150243,蛇—ta系统,牠,牠,0,0,0.0
22,金史,五代两宋辽金,1150243,蛇—ta系统,姐姊,姐 / 姊,15,15,13.040722699464373
22,金史,五代两宋辽金,1150243,蛇—ta系统,巳,巳,492,492,427.73570454243145
22,金史,五代两宋辽金,1150243,蛇—ta系统,虺,虺,4,4,3.4775260531905
22,金史,五代两宋辽金,1150243,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,17,17,14.779485726059624
22,金史,五代两宋辽金,1150243,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
22,金史,五代两宋辽金,1150243,蛇—ta系统,化蛇,化蛇,0,0,0.0
22,金史,五代两宋辽金,1150243,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
22,金史,五代两宋辽金,1150243,娲—娃—蛙系统,娲,娲 / 媧,2,2,1.73876302659525
22,金史,五代两宋辽金,1150243,娲—娃—蛙系统,女娲,女娲 / 女媧,2,2,1.73876302659525
22,金史,五代两宋辽金,1150243,娲—娃—蛙系统,娃,娃,0,0,0.0
22,金史,五代两宋辽金,1150243,娲—娃—蛙系统,女娃,女娃,0,0,0.0
22,金史,五代两宋辽金,1150243,娲—娃—蛙系统,蛙,蛙,0,0,0.0
22,金史,五代两宋辽金,1150243,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
22,金史,五代两宋辽金,1150243,娲—娃—蛙系统,黾,黾 / 黽,1,1,0.869381513297625
22,金史,五代两宋辽金,1150243,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
22,金史,五代两宋辽金,1150243,鸟—凤—风系统,鸟,鸟 / 鳥,11,11,9.563196646273875
22,金史,五代两宋辽金,1150243,鸟—凤—风系统,凤,凤 / 鳳,201,201,174.74568417282262
22,金史,五代两宋辽金,1150243,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,7,7,6.085670593083375
22,金史,五代两宋辽金,1150243,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,0,0,0.0
22,金史,五代两宋辽金,1150243,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,4,4,3.4775260531905
22,金史,五代两宋辽金,1150243,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
22,金史,五代两宋辽金,1150243,鸟—凤—风系统,风,风 / 風,327,327,284.28775484832335
22,金史,五代两宋辽金,1150243,鸟—凤—风系统,皇,皇,1920,1920,1669.2125055314398
23,元史,元,1939733,蛇—ta系统,他,他,369,369,190.2323670319575
23,元史,元,1939733,蛇—ta系统,她,她,1,1,0.5155348700053048
23,元史,元,1939733,蛇—ta系统,它,它,30,30,15.466046100159145
23,元史,元,1939733,蛇—ta系统,蛇,蛇 / 虵,58,58,29.901022460307683
23,元史,元,1939733,蛇—ta系统,也,也,3491,3491,1799.7322311885193
23,元史,元,1939733,蛇—ta系统,佗,佗,4,4,2.0621394800212194
23,元史,元,1939733,蛇—ta系统,牠,牠,0,0,0.0
23,元史,元,1939733,蛇—ta系统,姐姊,姐 / 姊,22,22,11.341767140116707
23,元史,元,1939733,蛇—ta系统,巳,巳,1194,1194,615.548634786334
23,元史,元,1939733,蛇—ta系统,虺,虺,0,0,0.0
23,元史,元,1939733,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,18,18,9.279627660095487
23,元史,元,1939733,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
23,元史,元,1939733,蛇—ta系统,化蛇,化蛇,0,0,0.0
23,元史,元,1939733,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
23,元史,元,1939733,娲—娃—蛙系统,娲,娲 / 媧,5,5,2.5776743500265242
23,元史,元,1939733,娲—娃—蛙系统,女娲,女娲 / 女媧,2,2,1.0310697400106097
23,元史,元,1939733,娲—娃—蛙系统,娃,娃,8,8,4.124278960042439
23,元史,元,1939733,娲—娃—蛙系统,女娃,女娃,0,0,0.0
23,元史,元,1939733,娲—娃—蛙系统,蛙,蛙,2,2,1.0310697400106097
23,元史,元,1939733,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
23,元史,元,1939733,娲—娃—蛙系统,黾,黾 / 黽,4,4,2.0621394800212194
23,元史,元,1939733,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
23,元史,元,1939733,鸟—凤—风系统,鸟,鸟 / 鳥,34,34,17.528185580180367
23,元史,元,1939733,鸟—凤—风系统,凤,凤 / 鳳,292,292,150.536182041549
23,元史,元,1939733,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,6,6,3.093209220031829
23,元史,元,1939733,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,2,2,1.0310697400106097
23,元史,元,1939733,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,15,15,7.733023050079573
23,元史,元,1939733,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
23,元史,元,1939733,鸟—凤—风系统,风,风 / 風,603,603,310.86752661319883
23,元史,元,1939733,鸟—凤—风系统,皇,皇,2412,2412,1243.4701064527953
24,明史,明,3434258,蛇—ta系统,他,他,1038,1038,302.2486953513685
24,明史,明,3434258,蛇—ta系统,她,她,0,0,0.0
24,明史,明,3434258,蛇—ta系统,它,它,2,2,0.5823674284226753
24,明史,明,3434258,蛇—ta系统,蛇,蛇 / 虵,68,68,19.800492566370963
24,明史,明,3434258,蛇—ta系统,也,也,7176,7176,2089.534333180559
24,明史,明,3434258,蛇—ta系统,佗,佗,5,5,1.4559185710566882
24,明史,明,3434258,蛇—ta系统,牠,牠,0,0,0.0
24,明史,明,3434258,蛇—ta系统,姐姊,姐 / 姊,60,60,17.471022852680257
24,明史,明,3434258,蛇—ta系统,巳,巳,748,748,217.80541823008056
24,明史,明,3434258,蛇—ta系统,虺,虺,4,4,1.1647348568453506
24,明史,明,3434258,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,5,5,1.4559185710566882
24,明史,明,3434258,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
24,明史,明,3434258,蛇—ta系统,化蛇,化蛇,0,0,0.0
24,明史,明,3434258,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
24,明史,明,3434258,娲—娃—蛙系统,娲,娲 / 媧,8,8,2.329469713690701
24,明史,明,3434258,娲—娃—蛙系统,女娲,女娲 / 女媧,1,1,0.29118371421133765
24,明史,明,3434258,娲—娃—蛙系统,娃,娃,0,0,0.0
24,明史,明,3434258,娲—娃—蛙系统,女娃,女娃,0,0,0.0
24,明史,明,3434258,娲—娃—蛙系统,蛙,蛙,5,5,1.4559185710566882
24,明史,明,3434258,娲—娃—蛙系统,青蛙,青蛙,1,1,0.29118371421133765
24,明史,明,3434258,娲—娃—蛙系统,黾,黾 / 黽,2,2,0.5823674284226753
24,明史,明,3434258,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
24,明史,明,3434258,鸟—凤—风系统,鸟,鸟 / 鳥,66,66,19.218125137948284
24,明史,明,3434258,鸟—凤—风系统,凤,凤 / 鳳,1300,1300,378.5388284747389
24,明史,明,3434258,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,32,32,9.317878854762805
24,明史,明,3434258,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,0,0,0.0
24,明史,明,3434258,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,7,7,2.038285999479364
24,明史,明,3434258,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
24,明史,明,3434258,鸟—凤—风系统,风,风 / 風,1252,1252,364.56201019259476
24,明史,明,3434258,鸟—凤—风系统,皇,皇,3663,3663,1066.6059451561298
附25,新元史,新元史扩展,2027141,蛇—ta系统,他,他,383,383,188.9360434227318
附25,新元史,新元史扩展,2027141,蛇—ta系统,她,她,0,0,0.0
附25,新元史,新元史扩展,2027141,蛇—ta系统,它,它,24,24,11.83933431369599
附25,新元史,新元史扩展,2027141,蛇—ta系统,蛇,蛇 / 虵,77,77,37.98453092310796
附25,新元史,新元史扩展,2027141,蛇—ta系统,也,也,4061,4061,2003.3140269966418
附25,新元史,新元史扩展,2027141,蛇—ta系统,佗,佗,1,1,0.4933055964039995
附25,新元史,新元史扩展,2027141,蛇—ta系统,牠,牠,0,0,0.0
附25,新元史,新元史扩展,2027141,蛇—ta系统,姐姊,姐 / 姊,37,37,18.252307066947985
附25,新元史,新元史扩展,2027141,蛇—ta系统,巳,巳,696,696,343.3406950971837
附25,新元史,新元史扩展,2027141,蛇—ta系统,虺,虺,0,0,0.0
附25,新元史,新元史扩展,2027141,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,3,3,1.4799167892119987
附25,新元史,新元史扩展,2027141,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
附25,新元史,新元史扩展,2027141,蛇—ta系统,化蛇,化蛇,0,0,0.0
附25,新元史,新元史扩展,2027141,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
附25,新元史,新元史扩展,2027141,娲—娃—蛙系统,娲,娲 / 媧,4,4,1.973222385615998
附25,新元史,新元史扩展,2027141,娲—娃—蛙系统,女娲,女娲 / 女媧,2,2,0.986611192807999
附25,新元史,新元史扩展,2027141,娲—娃—蛙系统,娃,娃,3,3,1.4799167892119987
附25,新元史,新元史扩展,2027141,娲—娃—蛙系统,女娃,女娃,0,0,0.0
附25,新元史,新元史扩展,2027141,娲—娃—蛙系统,蛙,蛙,5,5,2.466527982019998
附25,新元史,新元史扩展,2027141,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
附25,新元史,新元史扩展,2027141,娲—娃—蛙系统,黾,黾 / 黽,4,4,1.973222385615998
附25,新元史,新元史扩展,2027141,娲—娃—蛙系统,精卫,精卫 / 精衛,1,1,0.4933055964039995
附25,新元史,新元史扩展,2027141,鸟—凤—风系统,鸟,鸟 / 鳥,56,56,27.625113398623974
附25,新元史,新元史扩展,2027141,鸟—凤—风系统,凤,凤 / 鳳,270,270,133.19251102907987
附25,新元史,新元史扩展,2027141,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,6,6,2.9598335784239973
附25,新元史,新元史扩展,2027141,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,1,1,0.4933055964039995
附25,新元史,新元史扩展,2027141,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,16,16,7.892889542463992
附25,新元史,新元史扩展,2027141,鸟—凤—风系统,精卫,精卫 / 精衛,1,1,0.4933055964039995
附25,新元史,新元史扩展,2027141,鸟—凤—风系统,风,风 / 風,635,635,313.2490537165397
附25,新元史,新元史扩展,2027141,鸟—凤—风系统,皇,皇,2749,2749,1356.0970845145946
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,他,他,1068,1068,198.0774983776377
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,她,她,0,0,0.0
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,它,它,16,16,2.967453159215546
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,蛇,蛇 / 虵,70,70,12.982607571568014
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,也,也,5556,5556,1030.4481095375984
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,佗,佗,4,4,0.7418632898038865
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,牠,牠,0,0,0.0
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,姐姊,姐 / 姊,90,90,16.691924020587447
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,巳,巳,2214,2214,410.62133090645125
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,虺,虺,7,7,1.2982607571568014
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,螣蛇,螣蛇 / 腾蛇 / 騰蛇,4,4,0.7418632898038865
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,巴蛇,巴蛇,0,0,0.0
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,化蛇,化蛇,0,0,0.0
附26,清史稿,清史稿扩展,5391829,蛇—ta系统,鸣蛇,鸣蛇 / 鳴蛇,0,0,0.0
附26,清史稿,清史稿扩展,5391829,娲—娃—蛙系统,娲,娲 / 媧,8,8,1.483726579607773
附26,清史稿,清史稿扩展,5391829,娲—娃—蛙系统,女娲,女娲 / 女媧,6,6,1.11279493470583
附26,清史稿,清史稿扩展,5391829,娲—娃—蛙系统,娃,娃,22,22,4.0802480939213766
附26,清史稿,清史稿扩展,5391829,娲—娃—蛙系统,女娃,女娃,0,0,0.0
附26,清史稿,清史稿扩展,5391829,娲—娃—蛙系统,蛙,蛙,4,4,0.7418632898038865
附26,清史稿,清史稿扩展,5391829,娲—娃—蛙系统,青蛙,青蛙,0,0,0.0
附26,清史稿,清史稿扩展,5391829,娲—娃—蛙系统,黾,黾 / 黽,20,20,3.709316449019433
附26,清史稿,清史稿扩展,5391829,娲—娃—蛙系统,精卫,精卫 / 精衛,0,0,0.0
附26,清史稿,清史稿扩展,5391829,鸟—凤—风系统,鸟,鸟 / 鳥,232,232,43.02807080862542
附26,清史稿,清史稿扩展,5391829,鸟—凤—风系统,凤,凤 / 鳳,1654,1654,306.7604703339071
附26,清史稿,清史稿扩展,5391829,鸟—凤—风系统,凤凰,凤凰 / 鳳凰 / 凤皇 / 鳳皇,217,217,40.24608347186085
附26,清史稿,清史稿扩展,5391829,鸟—凤—风系统,玄鸟,玄鸟 / 玄鳥,5,5,0.9273291122548583
附26,清史稿,清史稿扩展,5391829,鸟—凤—风系统,朱鸟朱雀,朱鸟 / 朱鳥 / 朱雀,6,6,1.11279493470583
附26,清史稿,清史稿扩展,5391829,鸟—凤—风系统,精卫,精卫 / 精衛,0,0,0.0
附26,清史稿,清史稿扩展,5391829,鸟—凤—风系统,风,风 / 風,2080,2080,385.76891069802105
附26,清史稿,清史稿扩展,5391829,鸟—凤—风系统,皇,皇,4032,4032,747.7981961223177
